timepoint,well,condition,condition_tag,Mg++ [mM],T7RNAP [ng/uL],ribosome [uM],DNA [nM],energy_mix,protein_mix,fluorescence [AU],background_fluorescence [AU],background_subtracted_fluorescence [AU],row,column
214,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1538843,1300260,238583,A,21
214,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1537793,1300260,237533,A,23
214,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,70612829,1300260,69312569,B,24
214,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4388863,1300260,3088603,B,18
214,B:12,H2O,control,,,,0,H2O,H2O,1304164,1300260,3904,B,12
214,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,88999852,1300260,87699592,B,6
214,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1615893,1300260,315633,C,1
214,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1494174,1300260,193914,C,3
214,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1549894,1300260,249634,C,5
214,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,5134143,1300260,3833883,C,7
214,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1562774,1300260,262514,C,9
214,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,15048155,1300260,13747895,C,11
214,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,16212450,1300260,14912190,C,13
214,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1534630,1300260,234370,C,15
214,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1546673,1300260,246413,C,17
214,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1516142,1300260,215882,C,19
214,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1489323,1300260,189063,C,21
214,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1453061,1300260,152801,C,23
214,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1661923,1300260,361663,E,1
214,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1506341,1300260,206081,E,3
214,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1834303,1300260,534043,E,5
214,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13319951,1300260,12019691,E,7
214,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1694899,1300260,394639,E,9
214,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19589910,1300260,18289650,E,11
214,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14941191,1300260,13640931,E,13
214,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1631395,1300260,331135,E,15
214,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1542685,1300260,242425,E,17
214,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1496265,1300260,196005,E,19
214,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1524864,1300260,224604,E,21
214,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1382458,1300260,82198,E,23
214,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2190527,1300260,890267,F,24
214,F:18,H2O,control,,,,0,H2O,H2O,1290710,1300260,-9550,F,18
214,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,88579527,1300260,87279267,F,12
214,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1650610,1300260,350350,F,6
214,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1555988,1300260,255728,G,1
214,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1484245,1300260,183985,G,3
214,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1562676,1300260,262416,G,5
214,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6094457,1300260,4794197,G,7
214,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1611451,1300260,311191,G,9
214,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,18046727,1300260,16746467,G,11
214,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,14828464,1300260,13528204,G,13
214,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1523493,1300260,223233,G,15
214,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1483776,1300260,183516,G,17
214,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1452628,1300260,152368,G,19
214,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1540704,1300260,240444,G,21
214,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1557374,1300260,257114,G,23
214,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1529602,1300260,229342,I,1
214,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1544563,1300260,244303,I,3
214,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1842445,1300260,542185,I,5
214,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7305827,1300260,6005567,I,7
214,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1539640,1300260,239380,I,9
214,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,14097090,1300260,12796830,I,11
214,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,9734546,1300260,8434286,I,13
214,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1518650,1300260,218390,I,15
214,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1493758,1300260,193498,I,17
214,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1476047,1300260,175787,I,19
214,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1407362,1300260,107102,I,21
214,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1282591,1300260,-17669,I,23
214,J:24,H2O,control,,,,0,H2O,H2O,1220955,1300260,-79305,J,24
214,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,93509246,1300260,92208986,J,18
214,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1707052,1300260,406792,J,12
214,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5290996,1300260,3990736,J,6
214,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1620596,1300260,320336,K,1
214,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1676268,1300260,376008,K,3
214,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4645402,1300260,3345142,K,5
214,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,20674572,1300260,19374312,K,7
214,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1570267,1300260,270007,K,9
214,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,18387629,1300260,17087369,K,11
214,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,15568094,1300260,14267834,K,13
214,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1626569,1300260,326309,K,15
214,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1470319,1300260,170059,K,17
214,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1519949,1300260,219689,K,19
214,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1447030,1300260,146770,K,21
214,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1364088,1300260,63828,K,23
214,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1727289,1300260,427029,M,1
214,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1594056,1300260,293796,M,3
214,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2624060,1300260,1323800,M,5
214,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,15912417,1300260,14612157,M,7
214,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1564857,1300260,264597,M,9
214,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19494926,1300260,18194666,M,11
214,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14288275,1300260,12988015,M,13
214,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1622321,1300260,322061,M,15
214,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,6548101,1300260,5247841,M,17
214,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13521762,1300260,12221502,M,19
214,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,3799842,1300260,2499582,M,21
214,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1369638,1300260,69378,M,23
214,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,91008561,1300260,89708301,N,24
214,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,10183011,1300260,8882751,N,18
214,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6634171,1300260,5333911,N,12
214,N:6,H2O,control,,,,0,H2O,H2O,1385211,1300260,84951,N,6
214,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1362884,1300260,62624,O,1
214,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1521518,1300260,221258,O,3
214,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3309019,1300260,2008759,O,5
214,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16279170,1300260,14978910,O,7
214,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16453269,1300260,15153009,O,9
214,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16738159,1300260,15437899,O,11
214,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7946642,1300260,6646382,O,13
214,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7428410,1300260,6128150,O,15
214,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9161974,1300260,7861714,O,17
214,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,13810072,1300260,12509812,O,19
214,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,4399189,1300260,3098929,O,21
214,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2696601,1300260,1396341,O,23
215,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1537532,1301245.25,236286.75,A,1
215,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1554658,1301245.25,253412.75,A,3
215,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1543675,1301245.25,242429.75,A,5
215,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3336614,1301245.25,2035368.75,A,7
215,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1553294,1301245.25,252048.75,A,9
215,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,12054557,1301245.25,10753311.75,A,11
215,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11250631,1301245.25,9949385.75,A,13
215,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1505896,1301245.25,204650.75,A,15
215,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1547794,1301245.25,246548.75,A,17
215,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1492166,1301245.25,190920.75,A,19
215,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1539541,1301245.25,238295.75,A,21
215,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1539965,1301245.25,238719.75,A,23
215,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,70656014,1301245.25,69354768.75,B,24
215,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4387153,1301245.25,3085907.75,B,18
215,B:12,H2O,control,,,,0,H2O,H2O,1304560,1301245.25,3314.75,B,12
215,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,89256401,1301245.25,87955155.75,B,6
215,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1618974,1301245.25,317728.75,C,1
215,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1496519,1301245.25,195273.75,C,3
215,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1551720,1301245.25,250474.75,C,5
215,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,5138754,1301245.25,3837508.75,C,7
215,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1564157,1301245.25,262911.75,C,9
215,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,15086849,1301245.25,13785603.75,C,11
215,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,16207619,1301245.25,14906373.75,C,13
215,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1537114,1301245.25,235868.75,C,15
215,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1548004,1301245.25,246758.75,C,17
215,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1517516,1301245.25,216270.75,C,19
215,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1488810,1301245.25,187564.75,C,21
215,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1455448,1301245.25,154202.75,C,23
215,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1661619,1301245.25,360373.75,E,1
215,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1508651,1301245.25,207405.75,E,3
215,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1837392,1301245.25,536146.75,E,5
215,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13315954,1301245.25,12014708.75,E,7
215,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1698363,1301245.25,397117.75,E,9
215,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19592913,1301245.25,18291667.75,E,11
215,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,15024702,1301245.25,13723456.75,E,13
215,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1635533,1301245.25,334287.75,E,15
215,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1544579,1301245.25,243333.75,E,17
215,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1500004,1301245.25,198758.75,E,19
215,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1526238,1301245.25,224992.75,E,21
215,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1382802,1301245.25,81556.75,E,23
215,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2194650,1301245.25,893404.75,F,24
215,F:18,H2O,control,,,,0,H2O,H2O,1291619,1301245.25,-9626.25,F,18
215,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,88483420,1301245.25,87182174.75,F,12
215,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1650506,1301245.25,349260.75,F,6
215,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1558185,1301245.25,256939.75,G,1
215,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1482335,1301245.25,181089.75,G,3
215,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1561386,1301245.25,260140.75,G,5
215,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6095392,1301245.25,4794146.75,G,7
215,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1614180,1301245.25,312934.75,G,9
215,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,18042440,1301245.25,16741194.75,G,11
215,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,14835781,1301245.25,13534535.75,G,13
215,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1521823,1301245.25,220577.75,G,15
215,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1487918,1301245.25,186672.75,G,17
215,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1455418,1301245.25,154172.75,G,19
215,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1542645,1301245.25,241399.75,G,21
215,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1560625,1301245.25,259379.75,G,23
215,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1527530,1301245.25,226284.75,I,1
215,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1546796,1301245.25,245550.75,I,3
215,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1838752,1301245.25,537506.75,I,5
215,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7300758,1301245.25,5999512.75,I,7
215,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1537003,1301245.25,235757.75,I,9
215,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,14087997,1301245.25,12786751.75,I,11
215,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,9688691,1301245.25,8387445.75,I,13
215,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1516635,1301245.25,215389.75,I,15
215,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1497377,1301245.25,196131.75,I,17
215,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1476931,1301245.25,175685.75,I,19
215,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1407314,1301245.25,106068.75,I,21
215,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1279472,1301245.25,-21773.25,I,23
215,J:24,H2O,control,,,,0,H2O,H2O,1220634,1301245.25,-80611.25,J,24
215,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,93135803,1301245.25,91834557.75,J,18
215,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1708233,1301245.25,406987.75,J,12
215,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5290404,1301245.25,3989158.75,J,6
215,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1629617,1301245.25,328371.75,K,1
215,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1674586,1301245.25,373340.75,K,3
215,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4643840,1301245.25,3342594.75,K,5
215,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,20570800,1301245.25,19269554.75,K,7
215,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1572998,1301245.25,271752.75,K,9
215,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,18400153,1301245.25,17098907.75,K,11
215,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,15582512,1301245.25,14281266.75,K,13
215,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1621596,1301245.25,320350.75,K,15
215,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1472200,1301245.25,170954.75,K,17
215,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1518598,1301245.25,217352.75,K,19
215,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1442132,1301245.25,140886.75,K,21
215,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1363280,1301245.25,62034.75,K,23
215,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1727300,1301245.25,426054.75,M,1
215,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1594232,1301245.25,292986.75,M,3
215,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2621989,1301245.25,1320743.75,M,5
215,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,15933708,1301245.25,14632462.75,M,7
215,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1565806,1301245.25,264560.75,M,9
215,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19545674,1301245.25,18244428.75,M,11
215,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14286660,1301245.25,12985414.75,M,13
215,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1620929,1301245.25,319683.75,M,15
215,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,6537511,1301245.25,5236265.75,M,17
215,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13563346,1301245.25,12262100.75,M,19
215,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,3803031,1301245.25,2501785.75,M,21
215,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1367951,1301245.25,66705.75,M,23
215,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,91002524,1301245.25,89701278.75,N,24
215,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,10187256,1301245.25,8886010.75,N,18
215,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6623238,1301245.25,5321992.75,N,12
215,N:6,H2O,control,,,,0,H2O,H2O,1388168,1301245.25,86922.75,N,6
215,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1367228,1301245.25,65982.75,O,1
215,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1523153,1301245.25,221907.75,O,3
215,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3311841,1301245.25,2010595.75,O,5
215,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16338154,1301245.25,15036908.75,O,7
215,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16459745,1301245.25,15158499.75,O,9
215,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16767674,1301245.25,15466428.75,O,11
215,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7948149,1301245.25,6646903.75,O,13
215,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7422584,1301245.25,6121338.75,O,15
215,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9153545,1301245.25,7852299.75,O,17
215,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,13830148,1301245.25,12528902.75,O,19
215,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,4406787,1301245.25,3105541.75,O,21
215,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2691721,1301245.25,1390475.75,O,23
216,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1544115,1301773.25,242341.75,A,1
216,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1557338,1301773.25,255564.75,A,3
216,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1547643,1301773.25,245869.75,A,5
216,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3325389,1301773.25,2023615.75,A,7
216,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1551494,1301773.25,249720.75,A,9
216,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11989163,1301773.25,10687389.75,A,11
216,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11207681,1301773.25,9905907.75,A,13
216,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1506732,1301773.25,204958.75,A,15
216,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1548248,1301773.25,246474.75,A,17
216,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1491068,1301773.25,189294.75,A,19
216,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1540818,1301773.25,239044.75,A,21
216,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1543503,1301773.25,241729.75,A,23
216,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,70962759,1301773.25,69660985.75,B,24
216,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4389284,1301773.25,3087510.75,B,18
216,B:12,H2O,control,,,,0,H2O,H2O,1303329,1301773.25,1555.75,B,12
216,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,89546711,1301773.25,88244937.75,B,6
216,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1620579,1301773.25,318805.75,C,1
216,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1497400,1301773.25,195626.75,C,3
